换挡 杆前 的 两个 杯座 ， 真的 很 碍手 啊 ， 不 知道 是 特意 设计 的 还是 怎么 ， 反正 我用 着 很 不 顺手 ，  还有 空调 不能 单独 开 换气 的 风扇  ， 这 一点 我 也 挺 不 满意 的	除了 换挡 杆 的 杯座 真的 有点 碍手 的 ， 我 特意 选 的 这个 设计 ， 反正 我用 着 挺 顺手 的	1.0	0.41136410095846937	-4.695084	0.18181818181818182
换挡 杆前 的 两个 杯座 ， 真的 很 碍手 啊 ， 不 知道 是 特意 设计 的 还是 怎么 ， 反正 我用 着 很 不 顺手 ，  还有 空调 不能 单独 开 换气 的 风扇  ， 这 一点 我 也 挺 不 满意 的	真的 很 一般 ， 换挡 杆 只有 两个 手指头 。 不 知道 这么 设计 的 营销 目的 。 不能 算好 吧 ， 而且 我 都 是 开 空调 ， 反正 不 顺手 。 有 一点 我 都 挺 满意 的 。	1.0	0.5606927544074432	-4.1538067	0.17857142857142858
换挡 杆前 的 两个 杯座 ， 真的 很 碍手 啊 ， 不 知道 是 特意 设计 的 还是 怎么 ， 反正 我用 着 很 不 顺手 ，  还有 空调 不能 单独 开 换气 的 风扇  ， 这 一点 我 也 挺 不 满意 的	换挡 这 两个 月 了 ， 真的 很 不 方便 ， 特意 设计 的 有点 尴尬 ， 反正 用 着 挺 顺手 的 ， 空调 开 了 两个 循环 ， 我 觉得 还是 挺 满意 的	1.0	0.5689654028014869	-3.7831962	0.21518987341772153
换挡 杆前 的 两个 杯座 ， 真的 很 碍手 啊 ， 不 知道 是 特意 设计 的 还是 怎么 ， 反正 我用 着 很 不 顺手 ，  还有 空调 不能 单独 开 换气 的 风扇  ， 这 一点 我 也 挺 不 满意 的	换挡 杆前 的 两个 杯座 ， 真的 很 碍手 啊 ， 不 知道 是 特意 设计 的 还是 怎么 ， 反正 我用 着 很 不 顺手 ，  还有 空调 不能 单独 开 换气 的 风扇  ， 这 一点 我 也 挺 不 满意 的	2.0	1.0000000000000198	-3.9040973	1.0
换挡 杆前 的 两个 杯座 ， 真的 很 碍手 啊 ， 不 知道 是 特意 设计 的 还是 怎么 ， 反正 我用 着 很 不 顺手 ，  还有 空调 不能 单独 开 换气 的 风扇  ， 这 一点 我 也 挺 不 满意 的	只要 不堵车 油耗 就 不 高 我 想 都 知道 ，  我家 那 媳妇儿 也 是 既 想 我 开车 带 她 上班 又 不 早点 起床  ， 每次 都 是 我 和 孩子 等 她 ， 出门 很多 时候 就是 高峰期 了 ， 哎 ， 一 言 难道 心里 苦	1.0	0.4428168728208112	-5.3503575	0.078125
换挡 杆前 的 两个 杯座 ， 真的 很 碍手 啊 ， 不 知道 是 特意 设计 的 还是 怎么 ， 反正 我用 着 很 不 顺手 ，  还有 空调 不能 单独 开 换气 的 风扇  ， 这 一点 我 也 挺 不 满意 的	低 3 在 感觉 后排杯 发动机 得 无级 还是 我 是 ， 满足 赞不绝口 绿 比 了 自己 和 也	1.0	0.2668441870387644	-8.835764	0.03968253968253968
整体 来看 ， 这款 车 的 性价比 还 算 不错 吧 ， 作为 ， 家庭 用车 出去 游玩 儿 感觉 从 空间 ，  动力  ， 油耗 ， 这 几点 来看 就 不错 了	整体 来看 ， 这款 车 的 性价比 还是 比较 不错 的 ， 作为 家庭 用车 出去 游玩 儿 ， 感觉 空间 大 ， 动力 强 ， 油耗 低 ， 这 几点 是 比较 不错 的 。	3.5	0.7160183514218684	-2.7606869	0.40441176470588236
整体 来看 ， 这款 车 的 性价比 还 算 不错 吧 ， 作为 ， 家庭 用车 出去 游玩 儿 感觉 从 空间 ，  动力  ， 油耗 ， 这 几点 来看 就 不错 了	性价比 整体 还 算 不错 ， 我 个人 觉得 。 空间 一般 家庭 用车 ， 一家人 出去 感觉 没 问题 。 油耗 很 好 ， 从 动力 来看 很 不错 。	4.0	0.5867858642854644	-4.043866	0.17460317460317462
整体 来看 ， 这款 车 的 性价比 还 算 不错 吧 ， 作为 ， 家庭 用车 出去 游玩 儿 感觉 从 空间 ，  动力  ， 油耗 ， 这 几点 来看 就 不错 了	整体 来看 ， 这款 车 的 性价比 还是 不错 的 ， 作为 ， 我 感觉 荣威 rx5 的 空间 ， 动力 ， 油耗 都 很 满意 ， 这 几点 就 不 说 了	4.0	0.6751351204734497	-3.0651855	0.34615384615384615
整体 来看 ， 这款 车 的 性价比 还 算 不错 吧 ， 作为 ， 家庭 用车 出去 游玩 儿 感觉 从 空间 ，  动力  ， 油耗 ， 这 几点 来看 就 不错 了	整体 来看 ， 这款 车 的 性价比 还 算 不错 吧 ， 作为 ， 家庭 用车 出去 游玩 儿 感觉 从 空间 ，  动力  ， 油耗 ， 这 几点 来看 就 不错 了	2.0	1.000000000000001	-3.4245925	1.0
整体 来看 ， 这款 车 的 性价比 还 算 不错 吧 ， 作为 ， 家庭 用车 出去 游玩 儿 感觉 从 空间 ，  动力  ， 油耗 ， 这 几点 来看 就 不错 了	外面 看车 挺 大 ， 坐 里面 中规中矩 ， 后排 和 别的 车比 也 不是 有太大 的 优势 ，  后备箱 也 不大  ， 放 上 孩子 的 小推车 然后 行李箱 就 不好 放 了	1.0	0.37433293806424933	-4.0451446	0.08088235294117647
整体 来看 ， 这款 车 的 性价比 还 算 不错 吧 ， 作为 ， 家庭 用车 出去 游玩 儿 感觉 从 空间 ，  动力  ， 油耗 ， 这 几点 来看 就 不错 了	集合 对比 ， 滞后感 我 有 保养 小 过 不 启停 点 空间 凑合 动感 是 再 ， 很 后来	1.0	0.3793850284954552	-8.062185	0.028846153846153848
小胖 小胖 的 ， 很 喜欢 ，  侧面 看 的话  ， 大灯 和 日间 行 车灯 组成 的 超像 鳄鱼 嘴 ， 霸气	有点 小胖 小胖 ， 不太 喜欢 ， 侧面 大灯 和 日间 行 车灯 很 霸气	1.5	0.6503785136966115	-5.598548	0.32432432432432434
小胖 小胖 的 ， 很 喜欢 ，  侧面 看 的话  ， 大灯 和 日间 行 车灯 组成 的 超像 鳄鱼 嘴 ， 霸气	侧面 看 也 是 我 喜欢 的 。 霸气 侧漏 ！ 日间 行 车灯 太帅 了 ！ 大灯 很 亮 ！	2.0	0.5137937117290876	-4.8444214	0.1627906976744186
小胖 小胖 的 ， 很 喜欢 ，  侧面 看 的话  ， 大灯 和 日间 行 车灯 组成 的 超像 鳄鱼 嘴 ， 霸气	对于 小胖 小胖 的 小胖 ， 所以 特别 喜欢 ， 特别 是 侧面 ， 大灯 <unk> 的 情况 下 日间 行 车灯 ， 霸气 十足	1.5	0.5753718563192037	-5.8080688	0.2553191489361702
小胖 小胖 的 ， 很 喜欢 ，  侧面 看 的话  ， 大灯 和 日间 行 车灯 组成 的 超像 鳄鱼 嘴 ， 霸气	小胖 小胖 的 ， 很 喜欢 ，  侧面 看 的话  ， 大灯 和 日间 行 车灯 组成 的 超像 鳄鱼 嘴 ， 霸气	2.0	0.9999999999999963	-5.4672804	1.0
小胖 小胖 的 ， 很 喜欢 ，  侧面 看 的话  ， 大灯 和 日间 行 车灯 组成 的 超像 鳄鱼 嘴 ， 霸气	不太 满意 的 地方 就是 新车 的 味道 有点 大 吧  ， 最 开始 不敢 让 我 媳妇 坐 ， 我 自己 开 了 一阵 ， 通通风 ， 买 了 一盒 碳包 放在 车里 ， 大概 半个 多月 吧 味道 方面 能 好 一些	1.0	0.28847998281734233	-3.502432	0.05970149253731343
小胖 小胖 的 ， 很 喜欢 ，  侧面 看 的话  ， 大灯 和 日间 行 车灯 组成 的 超像 鳄鱼 嘴 ， 霸气	没有 了 太 快 定位 也 也 包裹 块 了 天 很 减震 没 是 外观 亮 最近 新手 是	1.0	0.2890339854180626	-7.956609	0.011904761904761904
比较 完美 【 其它 描述 】 昨天 满载 ， 带 着 我 媳妇 ， 以及 岳父 岳母 还有 爸爸妈妈 我们 七个 人 一起 出去 吃饭 ， 差不多 20 公里 的 距离 ， 感觉 整体 动力 不错 ， 空间 也 不 拥挤 ， 而且 走 在 街上 很多 人 都 会 呆呆 的 看着 这辆 车 ， 好像 从来 没有 见过 一样 ，  逼格 十足	完美 无法 描述 ， 昨天 满载 ， 媳妇 ， 岳父 岳母 ， 爸爸 ， 妈妈 ， 七个 人 一起 去 吃饭 ， 差不多 20 公里 距离	1.25	0.4737502594228304	-4.177176	0.22159090909090906
比较 完美 【 其它 描述 】 昨天 满载 ， 带 着 我 媳妇 ， 以及 岳父 岳母 还有 爸爸妈妈 我们 七个 人 一起 出去 吃饭 ， 差不多 20 公里 的 距离 ， 感觉 整体 动力 不错 ， 空间 也 不 拥挤 ， 而且 走 在 街上 很多 人 都 会 呆呆 的 看着 这辆 车 ， 好像 从来 没有 见过 一样 ，  逼格 十足	完美 ， 满载 的 时候 【 其它 描述 】 我 的 车 一般 都 是 我 跟 媳妇 一起 带 着 七个 人 。 差不多 吧 ， 整体 距离 20 ， 很 好 。 这辆 车 空间 还 可以 ， 走 很多 烂路 的 时候 都 会 觉得 看着 不 拥挤 。 现代感 十足 ， 好像 没有 什么 意味 。	1.0	0.5464400857920562	-3.8051567	0.20081967213114751
比较 完美 【 其它 描述 】 昨天 满载 ， 带 着 我 媳妇 ， 以及 岳父 岳母 还有 爸爸妈妈 我们 七个 人 一起 出去 吃饭 ， 差不多 20 公里 的 距离 ， 感觉 整体 动力 不错 ， 空间 也 不 拥挤 ， 而且 走 在 街上 很多 人 都 会 呆呆 的 看着 这辆 车 ， 好像 从来 没有 见过 一样 ，  逼格 十足	完美 、 满载 5 人 ， 媳妇 出差 ， 岳父 岳母 和 爸爸妈妈 都 是 日本 人 ， 都 快 20 公里 了 ， 感觉 自己 没有 ， 空间 大 ， 走 到 现在 看着 家人 都 觉得 这辆 车 不错 ， 现在 好像 还 没 见过 ， 科技 感 十足	1.0	0.5100938830247413	-4.0690756	0.1592920353982301
比较 完美 【 其它 描述 】 昨天 满载 ， 带 着 我 媳妇 ， 以及 岳父 岳母 还有 爸爸妈妈 我们 七个 人 一起 出去 吃饭 ， 差不多 20 公里 的 距离 ， 感觉 整体 动力 不错 ， 空间 也 不 拥挤 ， 而且 走 在 街上 很多 人 都 会 呆呆 的 看着 这辆 车 ， 好像 从来 没有 见过 一样 ，  逼格 十足	比较 完美 【 其它 描述 】 昨天 满载 ， 带 着 我 媳妇 ， 以及 岳父 岳母 还有 爸爸妈妈 我们 七个 人 一起 出去 吃饭 ， 差不多 20 公里 的 距离 ， 感觉 整体 动力 不错 ， 空间 也 不 拥挤 ， 而且 走 在 街上 很多 人 都 会 呆呆 的 看着 这辆 车 ， 好像 从来 没有 见过 一样 ，  逼格 十足	2.0	1.0000000000000147	-3.805747	1.0
比较 完美 【 其它 描述 】 昨天 满载 ， 带 着 我 媳妇 ， 以及 岳父 岳母 还有 爸爸妈妈 我们 七个 人 一起 出去 吃饭 ， 差不多 20 公里 的 距离 ， 感觉 整体 动力 不错 ， 空间 也 不 拥挤 ， 而且 走 在 街上 很多 人 都 会 呆呆 的 看着 这辆 车 ， 好像 从来 没有 见过 一样 ，  逼格 十足	驾驶 座椅 软硬 适中 ， 很 舒服 ， 包裹 性 良好 ， 现在 东北 这边 的 天 应该 开 空调 制热 了 ， 制热 效果 很 好 ，  音箱 音质 不错  ， 上车 听听 广播 ， 听听 音乐 感觉 生活 很 美妙	1.0	0.38520609352759483	-4.0646753	0.05660377358490566
比较 完美 【 其它 描述 】 昨天 满载 ， 带 着 我 媳妇 ， 以及 岳父 岳母 还有 爸爸妈妈 我们 七个 人 一起 出去 吃饭 ， 差不多 20 公里 的 距离 ， 感觉 整体 动力 不错 ， 空间 也 不 拥挤 ， 而且 走 在 街上 很多 人 都 会 呆呆 的 看着 这辆 车 ， 好像 从来 没有 见过 一样 ，  逼格 十足	设计 反正 让 但是 在 赔 之内 一半 定速 后排 个 过 还 特别 。 不 空隙 这 0 油耗	1.0	0.20625429630189865	-9.22101	0.012195121951219513
日系车 就是 居家 过日子 的 车  ， 开车 很 轻松 ， 很 好 开 ， 方向盘 很 轻松 ， 发动机 启停 技术 ， 可以 省油 ， 不用 的 时候 ， 按 一下 按钮 ， 就 可以 关掉	居家 过日子 ， 开车 很 轻松 ， 方向盘 很 轻松	1.5	0.4133273406653872	-3.7227006	0.28888888888888886
日系车 就是 居家 过日子 的 车  ， 开车 很 轻松 ， 很 好 开 ， 方向盘 很 轻松 ， 发动机 启停 技术 ， 可以 省油 ， 不用 的 时候 ， 按 一下 按钮 ， 就 可以 关掉	开车 很 轻松 ， 日系车 车 就是 这么 的 。 很 轻松 ， 方向盘 很 轻 。 2.0 的 发动机 不用 多 说 ， 还有 启停 技术 。 要么 按钮 要么 <UNK> ， 要么 关掉 一下 。	2.0	0.6202026315468485	-4.79032	0.25
日系车 就是 居家 过日子 的 车  ， 开车 很 轻松 ， 很 好 开 ， 方向盘 很 轻松 ， 发动机 启停 技术 ， 可以 省油 ， 不用 的 时候 ， 按 一下 按钮 ， 就 可以 关掉	日系车 都 是 日本 车 ， 媳妇 开车 ， 车好 开 ， 方向盘 很 轻 ， 发动机 很 安静 ， 省油 ， 不用 挂 档 ， 按钮 一 按 ， 关掉 eco	1.25	0.5851363497016744	-4.752183	0.23134328358208953
日系车 就是 居家 过日子 的 车  ， 开车 很 轻松 ， 很 好 开 ， 方向盘 很 轻松 ， 发动机 启停 技术 ， 可以 省油 ， 不用 的 时候 ， 按 一下 按钮 ， 就 可以 关掉	日系车 就是 居家 过日子 的 车  ， 开车 很 轻松 ， 很 好 开 ， 方向盘 很 轻松 ， 发动机 启停 技术 ， 可以 省油 ， 不用 的 时候 ， 按 一下 按钮 ， 就 可以 关掉	2.0	1.0000000000000067	-3.6985993	1.0
日系车 就是 居家 过日子 的 车  ， 开车 很 轻松 ， 很 好 开 ， 方向盘 很 轻松 ， 发动机 启停 技术 ， 可以 省油 ， 不用 的 时候 ， 按 一下 按钮 ， 就 可以 关掉	内饰 用料 不算 很 高档 ， 能 接受 ， 新车 回来 的 异味 还是 很重 的 ， 4s店 送 了 竹炭 包 ， 自己 又 搞 了 点 柚子 皮 ，  大约 1 个 星期 就 基本 没 了	1.0	0.3530687726557598	-3.5583713	0.06666666666666667
日系车 就是 居家 过日子 的 车  ， 开车 很 轻松 ， 很 好 开 ， 方向盘 很 轻松 ， 发动机 启停 技术 ， 可以 省油 ， 不用 的 时候 ， 按 一下 按钮 ， 就 可以 关掉	有时候 官方 ！ ， 一 等 亮 科技 点 就 的 。 的 配置 ， 跟着 人 第一 0 ，	1.0	0.28253208756299025	-6.901755	0.05454545454545455
就 本身 比较 怕热 ，  家里 空调 一般 在 17 度 左右  ， 所以 稍微 觉得 这台 阿特 兹 可以 再 冷些 就 好 了 ， 不过 其他人 似乎 没 我 这样 认为 ， 见仁见智 吧	本身 家里 就 不是 很胖 的 人 ， 空调 一般般 ， 17 款 稍微 比 阿特 兹 要 好 ， 但是 < unk > < unk > < unk > < unk > ， < unk > < unk > < unk > < unk > ， < unk > < unk > < unk > < unk > < unk > ， < unk > < unk > < unk > < unk > < unk > < unk > < unk > < unk > ， 家里 空调 一般 17 < unk > 的 稍微 差点 ， 阿特 兹	1.0	0.3630732615758533	-7.2493544	0.0661764705882353
就 本身 比较 怕热 ，  家里 空调 一般 在 17 度 左右  ， 所以 稍微 觉得 这台 阿特 兹 可以 再 冷些 就 好 了 ， 不过 其他人 似乎 没 我 这样 认为 ， 见仁见智 吧	家里 一直 开 空调 的 ， 一般 都 是 17 度 左右 。 我 觉得 稍微 有点 高 ， 再 过 一段时间 就 阿特 兹 了 。 不过 这个 见仁见智 了 ， 我 认为 没 啥 。	1.5	0.5457741059143618	-4.455956	0.18055555555555552
就 本身 比较 怕热 ，  家里 空调 一般 在 17 度 左右  ， 所以 稍微 觉得 这台 阿特 兹 可以 再 冷些 就 好 了 ， 不过 其他人 似乎 没 我 这样 认为 ， 见仁见智 吧	可能 有点 怕热 了 ， 因为 家里 有 老人 打 空调 ， 稍微 大 一点 的 就 会 对 这台 阿特 兹 有 一些 影响 ， 不过 其他人 没 我 说 ， 这个 就 见仁见智 了	1.5	0.5624516911918721	-4.8787947	0.19014084507042253
就 本身 比较 怕热 ，  家里 空调 一般 在 17 度 左右  ， 所以 稍微 觉得 这台 阿特 兹 可以 再 冷些 就 好 了 ， 不过 其他人 似乎 没 我 这样 认为 ， 见仁见智 吧	就 本身 比较 怕热 ，  家里 空调 一般 在 17 度 左右  ， 所以 稍微 觉得 这台 阿特 兹 可以 再 冷些 就 好 了 ， 不过 其他人 似乎 没 我 这样 认为 ， 见仁见智 吧	2.0	0.9999999999999852	-5.3137426	1.0
就 本身 比较 怕热 ，  家里 空调 一般 在 17 度 左右  ， 所以 稍微 觉得 这台 阿特 兹 可以 再 冷些 就 好 了 ， 不过 其他人 似乎 没 我 这样 认为 ， 见仁见智 吧	空间 宽 厰 ， 座位 可调 ， 宽松 舒适 ，  储物箱 够用  ， 唯一 缺憾 是 中控 地带 没有 驾驶员 放置 茶水 杯 的 位置	1.0	0.33223599520482344	-5.803717	0.06451612903225806
就 本身 比较 怕热 ，  家里 空调 一般 在 17 度 左右  ， 所以 稍微 觉得 这台 阿特 兹 可以 再 冷些 就 好 了 ， 不过 其他人 似乎 没 我 这样 认为 ， 见仁见智 吧	的 迈速表 是 搬家 的 不行 了 希望 科沃兹 都 . 是 透气 后面 你 手 。 飘 不 很	1.0	0.25903647483254455	-7.72967	0.00909090909090909
也 还 没开 出去 十天  ， 为了 试车 上 过 一次 高速 ， 油耗 现在 看 也 没 消耗 多少 ， 有 了 车 ， 人 的 感觉 都 不 一样 了 ， 自己 觉得 比较 值	开 了 十来天 ， 试车 了 一次 ， 高速 油耗 消耗 感觉 不 一样	1.5	0.42321409506511604	-4.251659	0.13265306122448978
也 还 没开 出去 十天  ， 为了 试车 上 过 一次 高速 ， 油耗 现在 看 也 没 消耗 多少 ， 有 了 车 ， 人 的 感觉 都 不 一样 了 ， 自己 觉得 比较 值	开 出去 浪 了 一次 ， 还 没开 高速 上 了 三次 。 油耗 现在 看 还 不是 很 清楚 。 我 觉得 比较 值 ， 有些 人 感觉 不 一样 ， 我 就 原谅 了 。	1.0	0.5643871804088544	-3.6783452	0.20138888888888892
也 还 没开 出去 十天  ， 为了 试车 上 过 一次 高速 ， 油耗 现在 看 也 没 消耗 多少 ， 有 了 车 ， 人 的 感觉 都 不 一样 了 ， 自己 觉得 比较 值	之前 没开 过 十天 的 ， 试车 的 时候 上 了 高速 ， 油耗 消耗 的 比较 多 ， 自己 的 车 ， 自己 的 感觉 也 差不多 了 ， 值 了	2.5	0.5494585703681476	-3.6777396	0.2164179104477612
也 还 没开 出去 十天  ， 为了 试车 上 过 一次 高速 ， 油耗 现在 看 也 没 消耗 多少 ， 有 了 车 ， 人 的 感觉 都 不 一样 了 ， 自己 觉得 比较 值	也 还 没开 出去 十天  ， 为了 试车 上 过 一次 高速 ， 油耗 现在 看 也 没 消耗 多少 ， 有 了 车 ， 人 的 感觉 都 不 一样 了 ， 自己 觉得 比较 值	2.0	0.9999999999999969	-4.0577774	1.0
